Brand,Model,Variant,Manufacturing_Year,Driven_Kilometer,Fuel,Number of Owner,Location,Price
Honda,Verna,XXI ABS ,2010,87622,Petrol,1,Bengaluru,296799
Maruti,Duster,RXE PETROL 104 ,2017,7546,Petrol,2,Bengaluru,764099
Hyundai,Camry,2.5 AT ,2012,50044,Petrol,1,Bengaluru,1184199
Hyundai,PLUS,SHARP HYBRID PETROL ,2020,7046,Petrol,1,Bengaluru,1784999
Honda,i20,1.2 MAGNA PLUS VTVT ,2019,38409,Petrol,1,Bengaluru,722099
Hyundai,i10,MAGNA 1.2 KAPPA2 ,2012,53267,Petrol,1,Bengaluru,332799
Renault,3OO,W8 DIESEL AT,2020,35171,Diesel,1,Bengaluru,1086299
Hyundai,Swift,ZXI AMT ,2018,65119,Petrol,3,Bengaluru,668399
Datsun,Wagon-R,VXI 1.2L ,2019,20745,Petrol,2,Bengaluru,526899
Maruti,Amaze,1.2 VXMT I VTEC ,2014,76191,Petrol,2,Bengaluru,505199
Hyundai,Dzire,VXI ,2014,69274,Petrol,1,Bengaluru,540999
Tata,XUV500,W6 4X2 ,2017,52750,Diesel,1,Bengaluru,1135299
Maruti,ALTROZ,XZ 1.2 ,2020,25260,Petrol,1,Bengaluru,824999
Toyota,Ecosport,1.5AMBIENTE TI VCT ,2016,51861,Petrol,2,Bengaluru,607099
Renault,Wagon R 1.0,VXI ,2014,27031,Petrol,2,Bengaluru,390254
Hyundai,Amaze,1.2 VXMT I VTEC ,2019,4516,Petrol,1,Bengaluru,808099
Hyundai,Kwid,RXL ,2018,23417,Petrol,2,Bengaluru,377599
Tata,Compass,2.0 LONGITUDE (O) ,2018,50573,Diesel,1,Bengaluru,1682599
Maruti,K10,VXI ,2014,66189,Petrol,2,Bengaluru,297999
Maruti,Ecosport,1.5 TREND+ TDCI ,2018,95612,Diesel,1,Bengaluru,756199
Renault,800,LXI ,2013,60684,Petrol,1,Bengaluru,291699
Renault,K10,VXI ,2013,57625,Petrol,3,Bengaluru,267399
Hyundai,Kwid,RXL ,2016,50333,Petrol,1,Bengaluru,331699
Tata,Eon,D LITE PLUS ,2014,63691,Petrol,1,Bengaluru,283099
Hyundai,Zest,XM RT 90 PS ABS ,2015,13736,Petrol,1,Bengaluru,489699
Maruti,Figo,1.2 ZXI DURATEC ,2011,60047,Petrol,1,Bengaluru,299499
Honda,Swift,ZXI ,2013,26159,Petrol,1,Bengaluru,545749
Hyundai,Swift,ZDI ,2017,42973,Diesel,1,Bengaluru,721099
Tata,Tiago,XZ 1.2 REVOTRON ,2018,52290,Petrol,1,Bengaluru,510399
Renault,TUV300,T8 ,2016,53343,Diesel,1,Bengaluru,740999
Maruti,HECTOR,SHARP 2.0 DIESEL ,2019,30081,Diesel,1,Bengaluru,1704449
Maruti,HECTOR,SHARP 2.0 DIESEL ,2019,26305,Diesel,1,Bengaluru,1724599
Maruti,i10,SPORTZ 1.1 IRDE2 ,2015,22154,Petrol,2,Bengaluru,417699
KIA,i10,SPORTZ 1.2 KAPPA VTVT ,2015,8603,Petrol,1,Bengaluru,561899
Skoda,Eon,MAGNA PLUS ,2014,54972,Petrol,3,Bengaluru,284099
Hyundai,Tiago,XZ 1.2 REVOTRON ,2016,37652,Petrol,1,Bengaluru,501599
Renault,i20,1.2 ASTA (O) CVT ,2019,27354,Petrol,2,Bengaluru,877499
Datsun,Stingray,VXI ,2014,65674,Petrol,1,Bengaluru,412299
Maruti,Celerio,ZXI AMT ,2015,44588,Petrol,2,Bengaluru,476099
Tata,Ecosport,1.0 TREND+ (ECOBOOST) ,2016,45339,Petrol,1,Bengaluru,689699
Honda,Harrier,XZA + DUAL TONE ,2020,22667,Diesel,1,Bengaluru,2158899
Renault,Swift,VXI OPT ,2017,31292,Petrol,1,Bengaluru,632199
Maruti,Eon,D LITE PLUS ,2014,67334,Petrol,1,Bengaluru,281299
Maruti,Creta,1.6 SX PLUS AUTO PETROL ,2018,24726,Petrol,1,Bengaluru,1462399
Maruti,Wagon-R,VXI 1.0 ,2019,28450,Petrol,2,Bengaluru,534399
Renault,Alto,VXI PLUS ,2021,753,Petrol,1,Bengaluru,477499
Tata,Swift,VXI ,2014,57946,Petrol,2,Bengaluru,484199
Hyundai,Alto,VXI PLUS ,2021,1076,Petrol,1,Bengaluru,477499
Maruti,Creta,1.6 CRDI SX PLUS AUTO ,2017,22793,Diesel,3,Bengaluru,1152999
Tata,Compass,LIMITED 1.4 AT ,2017,15301,Petrol,2,Bengaluru,1614499
Honda,SELTOS,HTK 1.5 PETROL ,2019,20303,Petrol,1,Bengaluru,1221499
Mahindra,i10,SPORTZ 1.1 IRDE2 ,2016,34030,Petrol,2,Bengaluru,425699
Volkswagen,TRIBER,RXZ AT ,2021,20830,Petrol,2,Bengaluru,807899
Maruti,800,LXI ,2013,38387,Petrol,1,Bengaluru,308599
KIA,Celerio,ZXI AMT ,2015,60385,Petrol,1,Bengaluru,478299
Hyundai,VENUE,1.0 TURBO GDI SX+ AT ,2019,43353,Petrol,1,Bengaluru,1153599
Maruti,i10,MAGNA 1.1 IRDE2 ,2016,49255,Petrol,2,Bengaluru,388199
Hyundai,Baleno,ALPHA 1.2K12 AT ,2019,11893,Petrol,1,Bengaluru,915699
Maruti,K10,VXI (O) AMT ,2016,10806,Petrol,3,Bengaluru,409899
Hyundai,Duster,85 PS RXE ,2017,52257,Diesel,1,Bengaluru,796399
MG,Swift,VXI ,2013,61924,Petrol,1,Bengaluru,448399
Maruti,Verna,FLUIDIC 1.6 SX VTVT ,2016,41705,Petrol,1,Bengaluru,782399
Maruti,Wagon R 1.0,VXI ,2014,33716,Petrol,2,Bengaluru,396699
Mahindra,Eon,ERA PLUS ,2015,47474,Petrol,2,Bengaluru,293699
Maruti,Eon,MAGNA PLUS ,2017,30480,Petrol,1,Bengaluru,380339
MG,Go,T(O) ,2017,34605,Petrol,2,Bengaluru,323599
Renault,City,S MT PETROL ,2013,82024,Petrol,2,Bengaluru,508599
Honda,Duster,RXS CVT 106 PS ,2018,21927,Petrol,2,Bengaluru,923199
Maruti,Celerio,ZXI AMT ,2016,77327,Petrol,3,Bengaluru,435799
Hyundai,Kwid,RXL ,2018,72107,Petrol,1,Bengaluru,362799
Datsun,Celerio,VXI ,2016,56827,Petrol,1,Bengaluru,427649
Tata,i20,1.2 SPORTZ PLUS DUAL TONE VTVT ,2019,26533,Petrol,1,Bengaluru,812199
Maruti,Brio,1.2 S MT I VTEC ,2015,42759,Petrol,2,Bengaluru,427799
Maruti,Rapid,1.6 MPI STYLE AT ,2019,53180,Petrol,2,Bengaluru,965299
Tata,Ciaz,ZXI ,2016,90870,Petrol,2,Bengaluru,607099
Renault,Creta,1.4 SX(O) TURBO GDI DCT ,2021,8753,Petrol,1,Bengaluru,1905199
Maruti,Creta,1.6 SX PLUS VTVT ,2016,63101,Petrol,2,Bengaluru,908999
Maruti,Compass,2.0 LIMITED 4*2 ,2017,67271,Diesel,2,Bengaluru,1424399
Hyundai,i20,ASTA 1.4 CRDI ,2015,58315,Diesel,1,Bengaluru,628899
Toyota,Verna,FLUIDIC 1.6 CRDI S ,2016,49575,Diesel,1,Bengaluru,847799
Hyundai,Kwid,RXL ,2016,46836,Petrol,1,Bengaluru,344199
Maruti,WR-V,1.5 i-DTEC VX MT ,2017,24911,Diesel,1,Bengaluru,872399
Hyundai,Creta,1.6 SX PLUS DIESEL ,2016,75746,Diesel,2,Bengaluru,1090249
Toyota,WR-V,1.5 i-DTEC VX MT ,2017,23887,Diesel,1,Bengaluru,869749
Maruti,TRIBER,1.0 RXZ ,2019,33758,Petrol,1,Bengaluru,698899
Maruti,Dzire,VXI ,2018,71986,Petrol,1,Bengaluru,624899
Honda,SANTRO,ASTA 1.1 MT ,2018,16856,Petrol,1,Bengaluru,604599
Hyundai,Celerio,VXI ,2014,62706,Petrol,1,Bengaluru,395099
Hyundai,Celerio,VXI ,2016,39023,Petrol,2,Bengaluru,449999
Maruti,Jazz,1.2 S AT ,2016,48326,Petrol,2,Bengaluru,601899
Hyundai,Wagon R 1.0,VXI ,2015,16433,Petrol,2,Bengaluru,426499
Maruti,Celerio,ZXI OPT AMT ,2017,15721,Petrol,2,Bengaluru,555399
Hyundai,Swift,ZXI ,2014,20775,Petrol,2,Bengaluru,614199
Tata,Amaze,1.2 V CVT I VTEC ,2018,54672,Petrol,1,Bengaluru,725199
Honda,Duster,RXZ 85 PS DIESEL ,2016,59181,Diesel,1,Bengaluru,864299
Mahindra,Wagon-R,VXI 1.0 ,2019,44226,Petrol,1,Bengaluru,530349
Maruti,City,V MT PETROL ,2019,34364,Petrol,1,Bengaluru,975599
Hyundai,VENUE,1.0L Turbo GDI SX MT ,2020,6814,Petrol,1,Bengaluru,1120199
Maruti,Xcent,BASE 1.2 ,2014,51455,Petrol,1,Bengaluru,433699
Hyundai,PLUS,SHARP DCT,2020,6916,Petrol,1,Bengaluru,2039399
Maruti,Ciaz,DELTA 1.5 SHVS VVT MT ,2019,36763,Petrol,2,Bengaluru,887199
KIA,Celerio,ZXI ,2019,25598,Petrol,2,Bengaluru,515599
Honda,Swift,VXI OPT ,2017,64104,Petrol,1,Bengaluru,621299
Volkswagen,TIGOR,Revotron XZA 1.2 ,2018,42917,Petrol,1,Bengaluru,584699
Tata,Creta,1.6 CRDI SX PLUS AUTO ,2017,92937,Diesel,1,Bengaluru,1056799
Hyundai,K10,VXI ,2014,44935,Petrol,1,Bengaluru,324999
Maruti,Cross,ALPHA 1.3 ,2015,59572,Diesel,1,Bengaluru,759399
Hyundai,Celerio,VXI ,2017,21949,Petrol,1,Bengaluru,510099
Honda,Altis,GL ,2016,71916,Petrol,1,Bengaluru,1092999
Hyundai,Rapid,1.5 TDI AT ELEGANCE PLUS ,2015,47559,Diesel,1,Bengaluru,724074
Hyundai,Dzire,VXI ,2019,27714,Petrol,1,Bengaluru,719899
Toyota,Eon,SPORTZ ,2018,13674,Petrol,2,Bengaluru,443699
Mahindra,SANTRO,1.1 MAGNA MT ,2019,30676,Petrol,1,Bengaluru,510399
Jeep,Compass,LIMITED (O) 2.0 ,2018,32894,Diesel,2,Bengaluru,1559699
Renault,Creta,1.6 CRDI SX PLUS AUTO ,2017,80237,Diesel,1,Bengaluru,1190599
Hyundai,i20,1.4 CRDI ASTA (O) ,2016,54778,Diesel,1,Bengaluru,716499
Maruti,Baleno,DELTA DDIS 190 ,2015,51229,Diesel,1,Bengaluru,634699
Hyundai,Kwid,RXL ,2017,43415,Petrol,1,Bengaluru,360599
Maruti,NEXON,XZ+ 1.2 ,2020,13112,Petrol,2,Bengaluru,989999
Hyundai,i10,ASTA 1.2 KAPPA VTVT OPT ,2013,21927,Petrol,3,Bengaluru,466699
Hyundai,Eeco,5 STR WITH AC PLUSHTR ,2018,17295,Petrol,1,Bengaluru,440699
Honda,NIOS,SPORTZ PETROL ,2020,11617,Petrol,1,Bengaluru,712299
Maruti,Wagon R 1.0,VXI ,2014,42703,Petrol,2,Bengaluru,373699
Maruti,Celerio,ZXI OPT ,2016,52310,Petrol,1,Bengaluru,473899
Volkswagen,Brio,1.2 V MT I VTEC ,2013,57427,Petrol,1,Bengaluru,418799
Mahindra,Etios,G ,2015,42083,Petrol,2,Bengaluru,535199
Renault,Baleno,SIGMA 1.2 K12 ,2018,29557,Petrol,1,Bengaluru,629199
Honda,i20,ASTA 1.2 ,2014,66958,Petrol,1,Bengaluru,584099
Hyundai,Vento,HIGHLINE 1.2 TSI AT ,2016,36918,Petrol,1,Bengaluru,930899
Ford,Tiago,XZ 1.2 REVOTRON ,2017,35295,Petrol,2,Bengaluru,526999
Maruti,i20,ASTA 1.2 ,2018,32194,Petrol,1,Bengaluru,821999
Maruti,K10,VXI ,2018,11032,Petrol,1,Bengaluru,404699
Honda,Eon,ERA PLUS ,2016,23200,Petrol,2,Bengaluru,322699
Hyundai,Kuv100,K6 6 STR ,2016,28253,Petrol,3,Bengaluru,421099
Honda,Ecosport,1.5 TITANIUM PLUS TI VCT AT ,2019,31794,Petrol,1,Bengaluru,1016699
Toyota,Dzire,VXI ,2018,14429,Petrol,1,Bengaluru,697799
Maruti,Kwid,1.0 RXT Opt ,2018,57119,Petrol,1,Bengaluru,384699
Hyundai,Creta,1.6 SX VTVT ,2018,19896,Petrol,2,Bengaluru,1186449
Hyundai,Celerio,ZXI ,2018,61758,Petrol,2,Bengaluru,477099
Hyundai,Eeco,7 STR ,2019,9012,Petrol,1,Bengaluru,479999
Maruti,City,S MT PETROL ,2014,58179,Petrol,1,Bengaluru,604499
Maruti,City,V MT DIESEL ,2014,68969,Diesel,2,Bengaluru,650499
Maruti,Cross,ZETA 1.3 ,2015,70712,Diesel,1,Bengaluru,760399
Hyundai,i20,SPORTZ 1.2 VTVT ,2014,65146,Petrol,1,Bengaluru,476899
Maruti,TRIBER,1.0 RXT ,2019,51037,Petrol,1,Bengaluru,634899
Maruti,i10,SPORTZ 1.1 IRDE2 ,2015,57150,Petrol,1,Bengaluru,407699
Renault,Eeco,7 STR ,2019,35834,Petrol,2,Bengaluru,453799
Maruti,Jazz,1.2 V MT ,2016,22990,Petrol,2,Bengaluru,631599
Mahindra,City,V MT PETROL ,2019,59417,Petrol,1,Bengaluru,939899
Maruti,Ecosport,1.5 TITANIUM TI VCT ,2018,36641,Petrol,1,Bengaluru,900299
Ford,Tiago,XZ 1.2 REVOTRON ,2018,32258,Petrol,1,Bengaluru,535899
Maruti,Amaze,1.2 SMT I VTEC ,2014,90234,Petrol,2,Bengaluru,430599
Maruti,Eon,D LITE PLUS ,2015,31051,Petrol,1,Bengaluru,323999
Hyundai,Figo,1.4 TITANIUM DURATORQ ,2013,97542,Diesel,1,Bengaluru,317099
Hyundai,Eon,MAGNA PLUS ,2018,18361,Petrol,2,Bengaluru,349799
Maruti,Amaze,1.2 SMT I VTEC ,2018,10825,Petrol,1,Bengaluru,676199
Hyundai,Ciaz,ZXI AT ,2016,79462,Petrol,2,Bengaluru,624999
Hyundai,WR-V,1.5 i-DTEC VX MT ,2018,29768,Diesel,1,Bengaluru,851399
Maruti,IGNIS,ZETA 1.2 K12 ,2018,22886,Petrol,1,Bengaluru,588399
Maruti,City,V MT PETROL ,2014,77342,Petrol,2,Bengaluru,595699
Volkswagen,K10,VXI ,2014,76906,Petrol,2,Bengaluru,298999
Hyundai,Jazz,1.2 E MT ,2015,34176,Petrol,1,Bengaluru,523299
Hyundai,Baleno,ALPHA 1.2K12 AT ,2018,10186,Petrol,1,Bengaluru,953499
Hyundai,Celerio,VXI ,2015,49759,Petrol,2,Bengaluru,419399
Hyundai,K10,VXI OPT ,2017,20226,Petrol,2,Bengaluru,362299
Maruti,Ciaz,ALPHA 1.5 MT VTVT SHVS ,2021,25910,Petrol,1,Bengaluru,994699
Hyundai,i10,SPORTZ DUAL TONE 1.2 VTVT ,2019,16623,Petrol,1,Bengaluru,659899
Maruti,800,LXI ,2017,44120,Petrol,1,Bengaluru,316899
Hyundai,Micra,XV PETROL ,2013,69600,Petrol,2,Bengaluru,360899
Maruti,Active,1.4 SX ,2017,33802,Diesel,2,Bengaluru,768299
Toyota,VENUE,1.0L Turbo GDI SX MT ,2020,67404,Petrol,1,Bengaluru,1007599
Hyundai,Eeco,5 STR WITH AC PLUSHTR ,2019,28344,Petrol,1,Bengaluru,469299
Maruti,Jazz,1.2 S MT ,2016,76040,Petrol,2,Bengaluru,550899
Mahindra,Glanza,G MT PETROL ,2021,4609,Petrol,1,Bengaluru,947599
Hyundai,Kwid,1.0 RXT Opt ,2016,63100,Petrol,1,Bengaluru,353199
Honda,Wagon R 1.0,VXI ,2014,47346,Petrol,2,Bengaluru,380999
Hyundai,Go,1.0 T(O) AT ,2021,11130,Petrol,2,Bengaluru,525099
Hyundai,K10,VXI ,2014,34440,Petrol,2,Bengaluru,330099
Hyundai,Ciaz,SIGMA 1.4 VVT ,2018,23021,Petrol,1,Bengaluru,753899
Maruti,NEXON,XZ+ 1.2 ,2020,16033,Petrol,1,Bengaluru,1119599
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,21516,Petrol,2,Bengaluru,517099
Honda,Amaze,1.2 VXMT I VTEC ,2017,28982,Petrol,2,Bengaluru,629299
Maruti,Ciaz,ALPHA 1.3 DDIS SHVS ,2018,53508,Diesel,2,Bengaluru,917199
Maruti,K10,VXI ,2014,23927,Petrol,1,Bengaluru,328999
Maruti,Eon,SPORTZ ,2016,45231,Petrol,1,Bengaluru,338899
Hyundai,Dzire,ZXI Plus ,2017,32608,Petrol,1,Bengaluru,714899
Volkswagen,Ciaz,ZETA 1.3 DDIS SHVS ,2017,72801,Diesel,2,Bengaluru,772899
Hyundai,Eeco,5 STR WITH AC PLUSHTR ,2018,32381,Petrol,1,Bengaluru,424799
Ford,Creta,1.6 SX PLUS AUTO PETROL ,2017,41176,Petrol,1,Bengaluru,1152199
Hyundai,Celerio,ZXI AMT ,2017,51025,Petrol,1,Bengaluru,534099
Hyundai,Amaze,1.2 EXMT I VTEC ,2014,79240,Petrol,2,Bengaluru,440099
Renault,K10,VXI ,2014,38841,Petrol,2,Bengaluru,302699
Maruti,Jazz,1.2 V MT ,2017,20070,Petrol,1,Bengaluru,722049
Maruti,i10,SPORTZ O 1.2 ,2018,48711,Petrol,2,Bengaluru,574499
Honda,Kwid,1.0 RXT ,2016,48699,Petrol,1,Bengaluru,382799
Ford,Ecosport,1.5 TREND+ TDCI ,2016,66885,Diesel,1,Bengaluru,768599
Maruti,Baleno,DELTA 1.2 K12 ,2019,17887,Petrol,1,Bengaluru,719299
Mahindra,i20,MAGNA O 1.4 CRDI ,2013,87787,Diesel,1,Bengaluru,442799
Maruti,Vento,HIGHLINE PLUS TDI MT ,2018,84615,Diesel,1,Bengaluru,820899
Maruti,K10,VXI ,2017,30387,Petrol,3,Bengaluru,335399
Maruti,i20,SPORTZ 1.2 VTVT ,2014,69319,Petrol,2,Bengaluru,493249
Maruti,Jazz,1.2 V MT ,2015,71368,Petrol,2,Bengaluru,546599
Honda,Tiago,XZA 1.2 REVOTRON ,2017,24063,Petrol,3,Bengaluru,548199
Hyundai,Xcent,S 1.2 ,2015,70383,Petrol,2,Bengaluru,444199
Honda,Jazz,1.2 V MT ,2016,62397,Petrol,1,Bengaluru,628799
Hyundai,Ciaz,ALPHA 1.4 VVT ,2017,52604,Petrol,2,Bengaluru,706399
Maruti,City,VX MT PETROL ,2018,27077,Petrol,1,Bengaluru,1047399
Honda,Dzire,VXI ,2018,24800,Petrol,2,Bengaluru,707599
Maruti,Celerio,VXI AMT ,2015,47249,Petrol,2,Bengaluru,423999
Hyundai,Celerio,VXI ,2014,46252,Petrol,1,Bengaluru,416649
Honda,Celerio,VXI ,2015,79235,Petrol,1,Bengaluru,400499
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,37231,Petrol,1,Bengaluru,593499
Skoda,Kwid,1.0 RXT Opt ,2018,19231,Petrol,1,Bengaluru,416799
Hyundai,Jazz,1.2 V MT ,2018,22325,Petrol,1,Bengaluru,786999
Volkswagen,Baleno,DELTA 1.2 K12 ,2019,29062,Petrol,1,Bengaluru,696399
Maruti,i10,ASTA 1.2 (O) VTVT ,2017,91564,Petrol,1,Bengaluru,539799
Hyundai,800,LXI ,2015,45167,Petrol,1,Bengaluru,306199
Honda,Active,1.4 SX ,2017,70199,Diesel,2,Bengaluru,697999
Volkswagen,i20,ASTA 1.2 ,2017,17158,Petrol,1,Bengaluru,747199
Maruti,i20,ASTA 1.2 (O) ,2016,38974,Petrol,1,Bengaluru,698699
Maruti,Cross,ZETA AT 1.5 SHVS,2021,22028,Petrol,2,Bengaluru,1133299
Maruti,Elantra,2.0 SX (O) AT ,2017,87638,Petrol,1,Bengaluru,1201799
Maruti,Verna,1.6 SX VTVT (O) ,2018,60412,Petrol,2,Bengaluru,1013599
Toyota,800,LXI ,2015,38252,Petrol,2,Bengaluru,307799
Hyundai,Dzire,VXI AMT ,2018,9184,Petrol,1,Bengaluru,746699
Tata,Xcent,SX 1.2 CRDI ,2018,93638,Diesel,1,Bengaluru,548299
Honda,i10,SPORTZ 1.2 KAPPA VTVT ,2017,43428,Petrol,2,Bengaluru,485599
Hyundai,Go,T (O) ,2017,55969,Petrol,1,Bengaluru,300199
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2015,37164,Petrol,2,Bengaluru,487199
Hyundai,NEXON,XM SUNROOF 1.2 RTN ,2021,27358,Petrol,1,Bengaluru,926499
Hyundai,Ciaz,ALPHA 1.5 AT SHVS ,2020,41221,Petrol,1,Bengaluru,969599
Maruti,SELTOS,GTX 1.4 GDI PETROL ,2020,12464,Petrol,1,Bengaluru,1759699
Hyundai,i20,ASTA 1.2 ,2017,98415,Petrol,1,Bengaluru,666299
Hyundai,IGNIS,SIGMA 1.2 K12 ,2018,60940,Petrol,1,Bengaluru,479349
Hyundai,Micra,XV CVT ,2016,71475,Petrol,2,Bengaluru,518099
Datsun,800,LXI ,2015,23177,Petrol,1,Bengaluru,321799
Hyundai,i20,ASTA 1.2 ,2018,65703,Petrol,1,Bengaluru,777849
Toyota,Tiago,XZA 1.2 REVOTRON ,2017,51677,Petrol,2,Bengaluru,547799
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2015,15490,Petrol,1,Bengaluru,541599
Honda,i10,ASTA 1.2 VTVT ,2017,17070,Petrol,1,Bengaluru,633099
Skoda,Kwid,CLIMBER 1.0 ,2019,46509,Petrol,1,Bengaluru,446499
Maruti,800,LXI ,2017,30136,Petrol,2,Bengaluru,346399
Skoda,Celerio,ZXI OPT ,2019,62555,Petrol,1,Bengaluru,551999
Maruti,Kuv100,K8 6 STR ,2016,43284,Petrol,1,Bengaluru,428499
Hyundai,Creta,1.6 E + VTVT ,2017,23827,Petrol,1,Bengaluru,939999
Maruti,Creta,1.6 SX PLUS AUTO PETROL ,2017,45644,Petrol,3,Bengaluru,1098399
Maruti,i10,SPORTZ 1.2 KAPPA VTVT ,2016,42825,Petrol,1,Bengaluru,492799
Honda,Celerio,ZXI OPT AMT ,2017,37642,Petrol,2,Bengaluru,538599
Maruti,Kwid,RXT 1.0 EASY-R AT OPTION ,2020,58169,Petrol,1,Bengaluru,515099
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2015,41121,Petrol,1,Bengaluru,526699
Mahindra,800,LXI ,2015,26847,Petrol,1,Bengaluru,323199
Maruti,Baleno,ZETA 1.2 K12 ,2020,21687,Petrol,1,Bengaluru,806299
Maruti,HECTOR,SHARP DCT PETROL ,2021,6294,Petrol,1,Bengaluru,2020299
MG,NEXON,XZ+ 1.2 ,2020,20113,Petrol,1,Bengaluru,1105799
Honda,WR-V,1.2 i-VTEC VX MT ,2017,29101,Petrol,2,Bengaluru,772799
Maruti,Kwid,1.0 CLIMBER OPT ,2019,15910,Petrol,2,Bengaluru,485099
Tata,i10,SPORTZ 1.2 KAPPA VTVT ,2016,31082,Petrol,1,Bengaluru,504699
Honda,Glanza,G MT PETROL ,2021,10684,Petrol,1,Bengaluru,893999
Maruti,i10,ASTA 1.2 AT VTVT ,2016,43704,Petrol,1,Bengaluru,536499
Tata,Baleno,DELTA 1.2 K12 ,2017,85916,Petrol,2,Bengaluru,568199
MG,YARIS,VX CVT ,2020,15350,Petrol,2,Bengaluru,1038099
MG,800,LXI ,2017,42870,Petrol,1,Bengaluru,327799
Hyundai,Wagon R 1.0,VXI ,2014,44776,Petrol,2,Bengaluru,387999
Maruti,Go,S ,2017,38798,Petrol,1,Bengaluru,326199
Honda,Tiago,XZ 1.2 REVOTRON ,2018,61851,Petrol,1,Bengaluru,547199
Hyundai,Kwid,CLIMBER 1.0 AT ,2017,36752,Petrol,1,Bengaluru,462444
Honda,City,V MT PETROL ,2017,42298,Petrol,2,Bengaluru,803199
Toyota,Hexa,Varicor 400 XTA ,2018,55209,Diesel,2,Bengaluru,1465799
Honda,BR-V,1.5 i-VTEC VX ,2016,62416,Petrol,2,Bengaluru,771499
Hyundai,City,V MT PETROL ,2017,28310,Petrol,2,Bengaluru,830399
Tata,Celerio,VXI ,2015,84024,Petrol,2,Bengaluru,345099
Hyundai,SELTOS,1.4 GTX+ TURBO GDI PETROL AT ,2020,36373,Petrol,1,Bengaluru,1821199
MG,800,LXI ,2019,14771,Petrol,2,Bengaluru,362099
Tata,Baleno,DELTA 1.2 K12 ,2016,82509,Petrol,1,Bengaluru,598099
Maruti,i10,SPORTZ 1.2 KAPPA VTVT ,2016,97532,Petrol,1,Bengaluru,468699
Hyundai,WR-V,1.2 i-VTEC VX MT ,2017,36725,Petrol,2,Bengaluru,748599
Toyota,i20,ASTA 1.2 ,2017,32946,Petrol,1,Bengaluru,700755
Hyundai,FREESTYLE,TITANIUM 1.2 TI-VCT MT ,2019,18032,Petrol,2,Bengaluru,669799
Tata,Creta,1.6 SX PLUS AUTO PETROL ,2017,71052,Petrol,1,Bengaluru,1155099
Ford,Wagon R 1.0,VXI ,2015,31305,Petrol,1,Bengaluru,420999
Maruti,Kuv100,K8 6 STR ,2016,61471,Petrol,1,Bengaluru,420999
Maruti,Baleno,DELTA 1.2 K12 ,2017,40791,Petrol,1,Bengaluru,660199
Tata,SANTRO,1.1 SPORTS AMT ,2018,82235,Petrol,1,Bengaluru,486099
Skoda,SANTRO,ASTA 1.1 MT ,2019,41312,Petrol,1,Bengaluru,558299
Hyundai,PRESSO,VXI PLUS ,2021,7210,Petrol,1,Bengaluru,526399
Mahindra,i20,ASTA 1.2 ,2017,22008,Petrol,2,Bengaluru,718099
Maruti,PRESSO,VXI PLUS ,2020,14704,Petrol,1,Bengaluru,491099
Maruti,WR-V,1.2 i-VTEC S MT ,2018,63355,Petrol,1,Bengaluru,678199
Maruti,Baleno,ZETA 1.2 K12 ,2018,33827,Petrol,2,Bengaluru,774399
Maruti,i10,SPORTS 1.2 VTVT ,2016,48136,Petrol,1,Bengaluru,516499
Maruti,Kwid,CLIMBER 1.0 AT ,2017,20926,Petrol,1,Bengaluru,466099
Maruti,City,V MT PETROL ,2017,41033,Petrol,1,Bengaluru,812199
Tata,Baleno,DELTA 1.2 K12 ,2018,62037,Petrol,1,Bengaluru,635699
Maruti,Ecosport,1.5 TITANIUM TI VCT AT ,2017,25812,Petrol,2,Bengaluru,800899
Hyundai,IGNIS,ALPHA 1.2 K12 ,2020,19519,Petrol,1,Bengaluru,737299
Maruti,Vento,1.2 TSI HIGHLINE PLUS AT ,2018,84644,Petrol,1,Bengaluru,976099
Skoda,FREESTYLE,TITANIUM 1.2 TI-VCT MT ,2019,11312,Petrol,1,Bengaluru,698299
Maruti,Wagon R 1.0,VXI AMT ,2017,82492,Petrol,1,Bengaluru,404999
Honda,SANTRO,ASTA 1.1 MT ,2018,55465,Petrol,2,Bengaluru,524489
Hyundai,Kwid,1.0 RXT Opt ,2019,19842,Petrol,1,Bengaluru,494499
Honda,FREESTYLE,TITANIUM 1.2 TI-VCT MT ,2018,23448,Petrol,1,Bengaluru,674799
Hyundai,Glanza,G CVT ,2021,11713,Petrol,1,Bengaluru,997699
Hyundai,Verna,1.6 SX VTVT ,2017,43890,Petrol,1,Bengaluru,908299
Maruti,FREESTYLE,TITANIUM 1.2 TI-VCT MT ,2019,20697,Petrol,2,Bengaluru,661499
Hyundai,City,V MT PETROL ,2017,71078,Petrol,2,Bengaluru,793599
Maruti,Baleno,DELTA 1.2 K12 ,2017,69854,Petrol,2,Bengaluru,619199
Jeep,i10,SPORTZ 1.2 KAPPA VTVT ,2016,43428,Petrol,1,Bengaluru,507299
Maruti,i20,ASTA 1.2 ,2017,24156,Petrol,1,Bengaluru,720099
MG,PRESSO,VXI PLUS ,2020,30648,Petrol,1,Bengaluru,479099
